#cassette	component type or tool_uses	tool or CV term	pub_curies	internal_note	where tool data came from
FBti0167947_cas	tagged_with	FBto0000027	FBrf0225747		TOOL DATA from: FBal0302198
FBti0219095_cas	tagged_with	FBto0000077	FBrf0248198		TOOL DATA from: FBal0373183
FBti0219095_cas	tagged_with	FBto0000739	FBrf0248198		TOOL DATA from: FBal0373183
FBti0219096_cas	carries_tool	FBto0000318	FBrf0248198		TOOL DATA from: FBal0373184
FBti0219096_cas	tagged_with	FBto0000031	FBrf0248198		TOOL DATA from: FBal0373184
FBti0219096_cas	tagged_with	FBto0000403	FBrf0248198		TOOL DATA from: FBal0373184
FBti0219097_cas	carries_tool	FBto0000318	FBrf0248198		TOOL DATA from: FBal0373186
FBti0219097_cas	tagged_with	FBto0000031	FBrf0248198		TOOL DATA from: FBal0373186
FBti0219097_cas	tagged_with	FBto0000403	FBrf0248198		TOOL DATA from: FBal0373186
FBti0219099_cas	carries_tool	FBto0000318	FBrf0248198		TOOL DATA from: FBal0373188
FBti0219099_cas	tagged_with	FBto0000031	FBrf0248198		TOOL DATA from: FBal0373188
FBti0219099_cas	tagged_with	FBto0000403	FBrf0248198		TOOL DATA from: FBal0373188
FBti0219100_cas	tagged_with	FBto0000077	FBrf0248198		TOOL DATA from: FBal0373189
FBti0219100_cas	tagged_with	FBto0000118	FBrf0248198		TOOL DATA from: FBal0373189
FBti0219100_cas	tagged_with	FBto0000739	FBrf0248198		TOOL DATA from: FBal0373189
FBti0219101_cas	carries_tool	FBto0000318	FBrf0248198		TOOL DATA from: FBal0373190
FBti0219101_cas	tagged_with	FBto0000031	FBrf0248198		TOOL DATA from: FBal0373190
FBti0219101_cas	tagged_with	FBto0000403	FBrf0248198		TOOL DATA from: FBal0373190
FBti0219102_cas	tagged_with	FBto0000077	FBrf0248198		TOOL DATA from: FBal0373191
FBti0219102_cas	tagged_with	FBto0000118	FBrf0248198		TOOL DATA from: FBal0373191
FBti0219102_cas	tagged_with	FBto0000739	FBrf0248198		TOOL DATA from: FBal0373191
FBti0219103_cas	carries_tool	FBto0000318	FBrf0248198		TOOL DATA from: FBal0373192
FBti0219103_cas	tagged_with	FBto0000031	FBrf0248198		TOOL DATA from: FBal0373192
FBti0219103_cas	tagged_with	FBto0000403	FBrf0248198		TOOL DATA from: FBal0373192
FBti0219104_cas	tagged_with	FBto0000077	FBrf0248198		TOOL DATA from: FBal0373193
FBti0219104_cas	tagged_with	FBto0000118	FBrf0248198		TOOL DATA from: FBal0373193
FBti0219104_cas	tagged_with	FBto0000739	FBrf0248198		TOOL DATA from: FBal0373193
FBti0219105_cas	carries_tool	FBto0000318	FBrf0248198		TOOL DATA from: FBal0373194
FBti0219105_cas	tagged_with	FBto0000031	FBrf0248198		TOOL DATA from: FBal0373194
FBti0219105_cas	tagged_with	FBto0000403	FBrf0248198		TOOL DATA from: FBal0373194
FBti0219106_cas	tagged_with	FBto0000077	FBrf0248198		TOOL DATA from: FBal0373195
FBti0219106_cas	tagged_with	FBto0000118	FBrf0248198		TOOL DATA from: FBal0373195
FBti0219106_cas	tagged_with	FBto0000739	FBrf0248198		TOOL DATA from: FBal0373195
FBti0219107_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0219107_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0219108_cas	encodes_tool	FBto0000167			TOOL DATA from: FBtp0099206
FBti0219108_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099206
FBti0219111_cas	tagged_with	FBto0000335	FBrf0252719		TOOL DATA from: FBal0373209
FBti0219113_cas	tagged_with	FBto0000031	FBrf0252880		TOOL DATA from: FBal0373218
FBti0219114_cas	tagged_with	FBto0000031	FBrf0252880		TOOL DATA from: FBal0373219
FBti0219115_cas	tagged_with	FBto0000031	FBrf0252880		TOOL DATA from: FBal0373220
FBti0219116_cas	tagged_with	FBto0000031	FBrf0252880		TOOL DATA from: FBal0373221
FBti0219126_cas	carries_tool	FBto0000349	FBrf0252516		TOOL DATA from: FBal0373246
FBti0219126_cas	tagged_with	FBto0000077	FBrf0252516		TOOL DATA from: FBal0373246
FBti0219129_cas	carries_tool	FBto0000349	FBrf0252566		TOOL DATA from: FBal0373252
FBti0219130_cas	carries_tool	FBto0000349	FBrf0252566		TOOL DATA from: FBal0373253
FBti0219131_cas	tagged_with	FBto0000070	FBrf0252566		TOOL DATA from: FBal0373255
FBti0219139_cas	tagged_with	FBto0000102	FBrf0251965		TOOL DATA from: FBal0373271
FBti0219140_cas	tagged_with	FBto0000047	FBrf0251916		TOOL DATA from: FBal0373272
FBti0219251_cas				FTA: unable to add tool information from FBal0373473 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219255_cas	tagged_with	FBto0000787	FBrf0252708		TOOL DATA from: FBal0373492
FBti0219256_cas	tagged_with	FBto0000785	FBrf0252708		TOOL DATA from: FBal0373493
FBti0219257_cas	tagged_with	FBto0000787	FBrf0252708		TOOL DATA from: FBal0373494
FBti0219288_cas	carries_tool	FBto0000349	FBrf0252657		TOOL DATA from: FBal0373534
FBti0219288_cas	carries_tool	FBto0000356	FBrf0252657		TOOL DATA from: FBal0373534
FBti0219289_cas	carries_tool	FBto0000349	FBrf0252657		TOOL DATA from: FBal0373535
FBti0219289_cas	carries_tool	FBto0000356	FBrf0252657		TOOL DATA from: FBal0373535
FBti0219291_cas	carries_tool	FBto0000349	FBrf0252657		TOOL DATA from: FBal0373537
FBti0219291_cas	carries_tool	FBto0000356	FBrf0252657		TOOL DATA from: FBal0373537
FBti0219291_cas	tagged_with	FBto0000077	FBrf0252657		TOOL DATA from: FBal0373537
FBti0219295_cas	carries_tool	FBto0000349	FBrf0252934		TOOL DATA from: FBal0373571
FBti0219296_cas				FTA: unable to add tool information from FBal0373573 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219297_cas	tagged_with	FBto0000027	FBrf0252717		TOOL DATA from: FBal0373576
FBti0219301_cas	encodes_tool	FBto0000143			TOOL DATA from: FBtp0150003
FBti0219301_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150003
FBti0219306_cas	encodes_tool	FBto0000143			TOOL DATA from: FBtp0132059
FBti0219306_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0132059
FBti0219307_cas	encodes_tool	FBto0000146			TOOL DATA from: FBtp0135338
FBti0219307_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0135338
FBti0219307_cas	carries_tool	FBto0000349	FBrf0252199		TOOL DATA from: FBal0373628
FBti0219307_cas	carries_tool	FBto0000349	FBrf0252199		TOOL DATA from: FBal0373630
FBti0219329_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373693
FBti0219329_cas	carries_tool	FBto0000356	FBrf0251832		TOOL DATA from: FBal0373693
FBti0219330_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373694
FBti0219330_cas	tagged_with	FBto0000031	FBrf0251832		TOOL DATA from: FBal0373694
FBti0219331_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373695
FBti0219331_cas	tagged_with	FBto0000031	FBrf0251832		TOOL DATA from: FBal0373695
FBti0219332_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373696
FBti0219332_cas	tagged_with	FBto0000031	FBrf0251832		TOOL DATA from: FBal0373696
FBti0219333_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373697
FBti0219333_cas	carries_tool	FBto0000356	FBrf0251832		TOOL DATA from: FBal0373697
FBti0219333_cas	tagged_with	FBto0000031	FBrf0251832		TOOL DATA from: FBal0373697
FBti0219334_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373698
FBti0219334_cas	tagged_with	FBto0000031	FBrf0251832		TOOL DATA from: FBal0373698
FBti0219335_cas	carries_tool	FBto0000349	FBrf0251832		TOOL DATA from: FBal0373699
FBti0219335_cas	tagged_with	FBto0000031	FBrf0251832		TOOL DATA from: FBal0373699
FBti0219337_cas	tagged_with	FBto0000031	FBrf0252920		TOOL DATA from: FBal0373715
FBti0219348_cas	carries_tool	FBto0000349	FBrf0235886		TOOL DATA from: FBal0373746
FBti0219348_cas	carries_tool	FBto0000356	FBrf0235886		TOOL DATA from: FBal0373746
FBti0219348_cas	tagged_with	FBto0000079	FBrf0235886		TOOL DATA from: FBal0373746
FBti0219349_cas	carries_tool	FBto0000349	FBrf0235886		TOOL DATA from: FBal0373749
FBti0219349_cas	carries_tool	FBto0000356	FBrf0235886		TOOL DATA from: FBal0373749
FBti0219362_cas	carries_tool	FBto0000349	FBrf0253229		TOOL DATA from: FBal0373770
FBti0219362_cas	carries_tool	FBto0000356	FBrf0253229		TOOL DATA from: FBal0373770
FBti0219373_cas	carries_tool	FBto0000318			TOOL DATA from: FBtp0150177
FBti0219374_cas	carries_tool	FBto0000318			TOOL DATA from: FBtp0150177
FBti0219425_cas	carries_tool	FBto0000349	FBrf0248551		TOOL DATA from: FBal0373855
FBti0219425_cas	tagged_with	FBto0000389	FBrf0248551		TOOL DATA from: FBal0373855
FBti0219479_cas	carries_tool	FBto0000326	FBrf0252818		TOOL DATA from: FBal0373907
FBti0219479_cas	tagged_with	FBto0000076	FBrf0252818		TOOL DATA from: FBal0373907
FBti0219480_cas	carries_tool	FBto0000326	FBrf0252818		TOOL DATA from: FBal0373908
FBti0219480_cas	tagged_with	FBto0000076	FBrf0252818		TOOL DATA from: FBal0373908
FBti0219597_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0219597_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0219598_cas	encodes_tool	FBto0000031			TOOL DATA from: FBtp0099205
FBti0219598_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099205
FBti0219598_cas	carries_tool	FBto0000349	FBrf0246949		TOOL DATA from: FBal0374049
FBti0219598_cas	carries_tool	FBto0000349	FBrf0246949		TOOL DATA from: FBal0374058
FBti0219599_cas	carries_tool	FBto0000318	FBrf0246949		TOOL DATA from: FBal0374050
FBti0219599_cas	encodes_tool	FBto0000031	FBrf0246949		TOOL DATA from: FBal0374050
FBti0219599_cas	tagged_with	FBto0000281	FBrf0246949		TOOL DATA from: FBal0374050
FBti0219599_cas	carries_tool	FBto0000318	FBrf0246949		TOOL DATA from: FBal0374064
FBti0219600_cas	encodes_tool	FBto0000623			TOOL DATA from: FBtp0150835
FBti0219600_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150835
FBti0219600_cas	tagged_with	FBto0000077	FBrf0246949		TOOL DATA from: FBal0374051
FBti0219600_cas	tagged_with	FBto0000631	FBrf0246949		TOOL DATA from: FBal0374051
FBti0219601_cas	encodes_tool	FBto0000795			TOOL DATA from: FBtp0150467
FBti0219601_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150467
FBti0219601_cas	tagged_with	FBto0000077	FBrf0246949		TOOL DATA from: FBal0374052
FBti0219601_cas	tagged_with	FBto0000631	FBrf0246949		TOOL DATA from: FBal0374052
FBti0219602_cas	encodes_tool	FBto0000795			TOOL DATA from: FBtp0150467
FBti0219602_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150467
FBti0219602_cas	tagged_with	FBto0000694	FBrf0246949		TOOL DATA from: FBal0374053
FBti0219603_cas				FTA: unable to add tool information from FBal0374055 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219604_cas				FTA: unable to add tool information from FBal0374057 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219605_cas	carries_tool	FBto0000356	FBrf0246949		TOOL DATA from: FBal0374059
FBti0219606_cas	carries_tool	FBto0000318	FBrf0246949		TOOL DATA from: FBal0374063
FBti0219606_cas	tagged_with	FBto0000077	FBrf0246949		TOOL DATA from: FBal0374063
FBti0219608_cas	encodes_tool	FBto0000791			TOOL DATA from: FBtp0150465
FBti0219608_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150465
FBti0219608_cas	carries_tool	FBto0000349	FBrf0252177		TOOL DATA from: FBal0374069
FBti0219608_cas	carries_tool	FBto0000349	FBrf0252177		TOOL DATA from: FBal0374079
FBti0219609_cas	encodes_tool	FBto0000791			TOOL DATA from: FBtp0150465
FBti0219609_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150465
FBti0219609_cas	carries_tool	FBto0000349	FBrf0252177		TOOL DATA from: FBal0374070
FBti0219609_cas	carries_tool	FBto0000349	FBrf0252177		TOOL DATA from: FBal0374080
FBti0219610_cas	encodes_tool	FBto0000791			TOOL DATA from: FBtp0150465
FBti0219610_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0150465
FBti0219610_cas	carries_tool	FBto0000349	FBrf0252177		TOOL DATA from: FBal0374071
FBti0219610_cas	carries_tool	FBto0000349	FBrf0252177		TOOL DATA from: FBal0374081
FBti0219611_cas	tagged_with	FBto0000683	FBrf0252177		TOOL DATA from: FBal0374072
FBti0219612_cas	carries_tool	FBto0000318	FBrf0252177		TOOL DATA from: FBal0374073
FBti0219612_cas	tagged_with	FBto0000077	FBrf0252177		TOOL DATA from: FBal0374073
FBti0219637_cas	carries_tool	FBto0000349	FBrf0253037		TOOL DATA from: FBal0374097
FBti0219637_cas	tagged_with	FBto0000076	FBrf0253037		TOOL DATA from: FBal0374097
FBti0219638_cas	carries_tool	FBto0000349	FBrf0253037		TOOL DATA from: FBal0374098
FBti0219638_cas	tagged_with	FBto0000076	FBrf0253037		TOOL DATA from: FBal0374098
FBti0219639_cas	tagged_with	FBto0000083	FBrf0251869		TOOL DATA from: FBal0374101
FBti0219639_cas	tagged_with	FBto0000790	FBrf0251869		TOOL DATA from: FBal0374101
FBti0219689_cas	carries_tool	FBto0000356	FBrf0253136		TOOL DATA from: FBal0374221
FBti0219690_cas	tagged_with	FBto0000126	FBrf0253136		TOOL DATA from: FBal0374222
FBti0219702_cas	tagged_with	FBto0000077	FBrf0251969		TOOL DATA from: FBal0374305
FBti0219702_cas	tagged_with	FBto0000589	FBrf0251969		TOOL DATA from: FBal0374305
FBti0219703_cas	tagged_with	FBto0000077	FBrf0251969		TOOL DATA from: FBal0374306
FBti0219703_cas	tagged_with	FBto0000590	FBrf0251969		TOOL DATA from: FBal0374306
FBti0219704_cas	tagged_with	FBto0000077	FBrf0251969		TOOL DATA from: FBal0374307
FBti0219704_cas	tagged_with	FBto0000588	FBrf0251969		TOOL DATA from: FBal0374307
FBti0219727_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0128007
FBti0219727_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0128007
FBti0219727_cas	carries_tool	FBto0000349	FBrf0252790		TOOL DATA from: FBal0374335
FBti0219727_cas	carries_tool	FBto0000349	FBrf0252790		TOOL DATA from: FBal0374339
FBti0219728_cas	encodes_tool	FBto0000155			TOOL DATA from: FBtp0126682
FBti0219728_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0126682
FBti0219728_cas	tagged_with	FBto0000242	FBrf0252790		TOOL DATA from: FBal0374337
FBti0219728_cas	tagged_with	FBto0000349	FBrf0252790		TOOL DATA from: FBal0374337
FBti0219728_cas	tagged_with	FBto0000242	FBrf0252790		TOOL DATA from: FBal0374343
FBti0219728_cas	tagged_with	FBto0000349	FBrf0252790		TOOL DATA from: FBal0374343
FBti0219729_cas	carries_tool	FBto0000155	FBrf0252790		TOOL DATA from: FBal0374338
FBti0219729_cas	tagged_with	FBto0000242	FBrf0252790		TOOL DATA from: FBal0374338
FBti0219729_cas	tagged_with	FBto0000349	FBrf0252790		TOOL DATA from: FBal0374338
FBti0219729_cas	tagged_with	FBto0000349	FBrf0252790		TOOL DATA from: FBal0374341
FBti0219731_cas	encodes_tool	FBto0000143			TOOL DATA from: FBtp0132059
FBti0219731_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0132059
FBti0219751_cas	tagged_with	FBto0000389	FBrf0252858		TOOL DATA from: FBal0374402
FBti0219775_cas	tagged_with	FBto0000118	FBrf0252860		TOOL DATA from: FBal0374431
FBti0219776_cas	tagged_with	FBto0000118	FBrf0252860		TOOL DATA from: FBal0374432
FBti0219777_cas	tagged_with	FBto0000118	FBrf0252860		TOOL DATA from: FBal0374433
FBti0219778_cas	tagged_with	FBto0000118	FBrf0252860		TOOL DATA from: FBal0374436
FBti0219779_cas	tagged_with	FBto0000118	FBrf0252860		TOOL DATA from: FBal0374437
FBti0219785_cas	carries_tool	FBto0000356			TOOL DATA from: FBtp0129389
FBti0219785_cas	tool_uses	docking element			TOOL DATA from: FBtp0129389
FBti0219788_cas	tagged_with	FBto0000031	FBrf0248779		TOOL DATA from: FBal0374449
FBti0219789_cas	tagged_with	FBto0000031	FBrf0248779		TOOL DATA from: FBal0374450
FBti0219790_cas	tagged_with	FBto0000031	FBrf0248779		TOOL DATA from: FBal0374451
FBti0219791_cas	tagged_with	FBto0000031	FBrf0248779		TOOL DATA from: FBal0374452
FBti0219838_cas	carries_tool	FBto0000356	FBrf0253099		TOOL DATA from: FBal0374546
FBti0219842_cas	carries_tool	FBto0000356	FBrf0253099		TOOL DATA from: FBal0374550
FBti0219852_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374574
FBti0219853_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374575
FBti0219853_cas	tagged_with	FBto0000093	FBrf0247204		TOOL DATA from: FBal0374575
FBti0219854_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374576
FBti0219855_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374577
FBti0219856_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374578
FBti0219856_cas	tagged_with	FBto0000077	FBrf0247204		TOOL DATA from: FBal0374578
FBti0219857_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374580
FBti0219857_cas	tagged_with	FBto0000093	FBrf0247204		TOOL DATA from: FBal0374580
FBti0219858_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374581
FBti0219859_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374582
FBti0219859_cas	tagged_with	FBto0000093	FBrf0247204		TOOL DATA from: FBal0374582
FBti0219860_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374583
FBti0219861_cas	carries_tool	FBto0000330	FBrf0247204		TOOL DATA from: FBal0374584
FBti0219861_cas	tagged_with	FBto0000093	FBrf0247204		TOOL DATA from: FBal0374584
FBti0219863_cas	carries_tool	FBto0000349	FBrf0252652		TOOL DATA from: FBal0374588
FBti0219863_cas	tagged_with	FBto0000027	FBrf0252652		TOOL DATA from: FBal0374588
FBti0219866_cas				FTA: unable to add tool information from FBal0374593 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219867_cas				FTA: unable to add tool information from FBal0374594 (failed 'is_represented_at_alliance_as' cross-check)	
FBti0219868_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0219868_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0219868_cas	carries_tool	FBto0000349	FBrf0253240		TOOL DATA from: FBal0374595
FBti0219868_cas	carries_tool	FBto0000356	FBrf0253240		TOOL DATA from: FBal0374595
FBti0219868_cas	carries_tool	FBto0000349	FBrf0253240		TOOL DATA from: FBal0374601
FBti0219868_cas	carries_tool	FBto0000356	FBrf0253240		TOOL DATA from: FBal0374601
FBti0219901_cas	tagged_with	FBto0000076	FBrf0249020		TOOL DATA from: FBal0374678
FBti0219902_cas	tagged_with	FBto0000076	FBrf0249020		TOOL DATA from: FBal0374680
FBti0219903_cas	tagged_with	FBto0000031	FBrf0249020		TOOL DATA from: FBal0374681
FBti0219904_cas	carries_tool	FBto0000356	FBrf0249020		TOOL DATA from: FBal0374682
FBti0219905_cas	tagged_with	FBto0000076	FBrf0249020		TOOL DATA from: FBal0374683
FBti0219906_cas	tagged_with	FBto0000076	FBrf0249020		TOOL DATA from: FBal0374685
FBti0219909_cas	carries_tool	FBto0000318	FBrf0253290		TOOL DATA from: FBal0374690
FBti0219909_cas	tagged_with	FBto0000077	FBrf0253290		TOOL DATA from: FBal0374690
FBti0219909_cas	tagged_with	FBto0000739	FBrf0253290		TOOL DATA from: FBal0374690
FBti0219910_cas	carries_tool	FBto0000318	FBrf0253290		TOOL DATA from: FBal0374691
FBti0219910_cas	tagged_with	FBto0000031	FBrf0253290		TOOL DATA from: FBal0374691
FBti0219910_cas	tagged_with	FBto0000403	FBrf0253290		TOOL DATA from: FBal0374691
FBti0219911_cas	carries_tool	FBto0000318	FBrf0253290		TOOL DATA from: FBal0374692
FBti0219911_cas	tagged_with	FBto0000077	FBrf0253290		TOOL DATA from: FBal0374692
FBti0219911_cas	tagged_with	FBto0000118	FBrf0253290		TOOL DATA from: FBal0374692
FBti0219911_cas	tagged_with	FBto0000739	FBrf0253290		TOOL DATA from: FBal0374692
FBti0220024_cas	tagged_with	FBto0000389	FBrf0253221		TOOL DATA from: FBal0374831
FBti0220025_cas	tagged_with	FBto0000389	FBrf0253221		TOOL DATA from: FBal0374832
FBti0220026_cas	tagged_with	FBto0000389	FBrf0253221		TOOL DATA from: FBal0374833
FBti0220027_cas	tagged_with	FBto0000389	FBrf0253221		TOOL DATA from: FBal0374834
FBti0220028_cas	tagged_with	FBto0000802	FBrf0253221		TOOL DATA from: FBal0374835
FBti0220029_cas	tagged_with	FBto0000389	FBrf0253221		TOOL DATA from: FBal0374836
FBti0220037_cas	encodes_tool	FBto0000135			TOOL DATA from: FBtp0099204
FBti0220037_cas	tool_uses	promoter trap			TOOL DATA from: FBtp0099204
FBti0220047_cas	tagged_with	FBto0000027	FBrf0253239		TOOL DATA from: FBal0374903
FBti0220048_cas	tagged_with	FBto0000027	FBrf0253239		TOOL DATA from: FBal0374904
FBti0220049_cas	tagged_with	FBto0000027	FBrf0253239		TOOL DATA from: FBal0374905
FBti0220050_cas	tagged_with	FBto0000027	FBrf0253239		TOOL DATA from: FBal0374906
FBti0220068_cas	tagged_with	FBto0000031	FBrf0253559		TOOL DATA from: FBal0374956
FBti0220069_cas	tagged_with	FBto0000031	FBrf0253559		TOOL DATA from: FBal0374958
